canonical_smiles
CC[N+](C)(CC)CC(=O)CCN1C(=O)CCC1=O.[I-]
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1O
S=C(NCN1CCOCC1)Nc1ccc(Br)cn1
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
CC(=O)O[C@@H]1CC(=O)N1C(=O)NC(C)C
CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O
O=C(O)COc1c(F)cc(SCCNS(=O)(=O)c2ccc(Cl)cc2)cc1F
CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O
CN(CCCN(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1
CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
CCCN(CCC)C1CCc2cccc(O)c2C1
O=C(O)CCNC(=O)C(Cc1ccccc1)CP(=O)(O)OCCc1ccccc1.[Cl-].[K+]
O=C(O)CCNC(=O)[C@@H](Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O
CCCCCCNc1nc(O)c2[nH]cnc2n1
CN1CCCC1/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
N#CCc1ccc(NC(=O)/C(C#N)=C(\O)C2CC2)cc1
N#C/C(C(=O)Nc1ccncc1)=C(/O)C1CC1
S=c1[nH]ccn1Cc1ccccc1Cl
O=P(O)(O)O[C@@H]1CC[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)C1
CCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1
C/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1
C/C(=N\NC(N)=O)c1cccc(Cl)c1
NC(Cc1ccnn1O)C(=O)O
COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)[C@@H](CCC(N)=O)N=C(N)N
O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1
CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1
O=C(O)/C=C/c1ccc(O)cc1
N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-]
CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl
CC[C@H]1C(=O)SC[C@@H]1Cc1cncn1C
CC[C@@H]1COC[C@@H]1Cc1cncn1C
CCCCCC1N=C(N)CC1C.Cl
CC1CC(N)=NC1Cc1ccccc1.Cl
COc1cc2c(C)nc(O)c(C(C)C)c2cc1OC
CCN1CCC[C@H]1CNC(=O)c1c(OC)cccc1OC
CCc1c(O)nc(C)c2cc(OC)c(OC)cc12
OCC1NC(CO)[C@H](O)[C@@H](O)[C@@H]1O
CC(C)[C@H](NC(=O)[C@@H](N)CS)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
CCC(C)(C)c1cc(/C(C)=C(F)\C=C\C(C)=C\C(=O)O)c(OCC(F)F)c(C(C)(C)CC)c1
NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
N=C(N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1
CCCCCNC(=N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1
CC(C)c1cc(CN(C)Cc2ccccc2)cc(C(C)C)c1O
CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1N(C)C
CC(C)C1=CC(=O)C(=O)c2ccccc21
CCC(=O)C1C(CC)CC2CCC1N2C
N#C/C(C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)C1CCCC1
Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)C(F)(F)F
COc1ccccc1Cn1cc[nH]c1=S
S=c1[nH]ccn1Cc1ccc(Cl)cc1Cl
Oc1ccc(Cn2cc[nH]c2=S)cc1O
Oc1c(F)cc(Cn2cc[nH]c2=S)cc1F
CCOC(=O)c1ccc(OCC(O)CNC(C)C)cc1
CCCCCc1c(CC)c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn12
COc1ccc(S(=O)(=O)N2C/C(=N\OC(C)(C)C)C[C@@H]2C(=O)NO)cc1
COc1ccc(S(=O)(=O)N2CC(NOC(C)(C)C)C[C@@H]2C(=O)NO)cc1
O=c1ccoc2cc(O)ccc12
CC(=N)NCCCC[C@H](N)C(=O)O
CCc1ccnc(N)c1
CC/C(=N\N=C(/S)NC)c1cccc(Br)c1
CCC(N/N=C(/N)S)c1cccc(Br)c1
NC(Cc1cnnn1O)C(=O)O
O=C([O-])Cc1cc(Cl)ccc1Nc1c(Cl)cccc1Cl.[Na+]
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O
COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1
COc1cc(C=C(C#N)C#N)cc(OC)c1
N#CC(C#N)=Cc1ccc(N2CCOCC2)cc1
N#CC(C#N)=Cc1ccc(O)c(O)c1
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
COC(=O)C(=O)N[C@H](C)C(=O)OC
COC(=O)CNC(=O)C(=O)OC
O=C(O)CNS(=O)(=O)c1ccccc1[N+](=O)[O-]
CNc1nc(Br)cn2cc(C#N)nc12
C[n+]1ccccc1CCC(O)CCl.[I-]
CCCCN(CC(=O)N(CC(=O)NO)C(C)CC)C(=O)Nc1ccc(Oc2ccccc2)cc1
CNC(=O)N1C(=O)C[C@H]1OC(C)=O
CCCCNC(=O)N1C(=O)C[C@H]1OC(C)=O
CCCCC/C=C/C(=O)N1CCC[C@H]1C(=O)N1CCCC1
CCCCC/C=C(\C)C(=O)N1CCC[C@H]1C(=O)N1CCCC1
CSCC[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O
C[C@]1(COC(=O)CCl)[C@H](C(=O)[O-])N2C(=O)/C(=C/C(=O)[O-])C2S1(=O)=O.[Na+].[Na+]
C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)/C(=C/C(=O)[O-])C2S1(=O)=O.[Na+].[Na+]
NS(=O)(=O)Oc1ccc(Br)cc1
CCN(CC)S(=O)(=O)c1ccc(Cl)cc1
CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1O
CC(=O)Nc1c(C(C)C)cc(CN2CCOCC2)cc1C(C)C
CNc1c(C(C)C)cc(CN2CCOCC2)cc1C(C)C
CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CCCCNCCCCN)C(=O)O
Cc1sc2nc(Cl)c(/C=N/N=C(N)N)n2c1C
N=C(N)N/N=C/c1c(Cl)nc2sc(Cl)cn12
COc1ccc(Cn2cc[nH]c2=S)cc1OC
S=c1[nH]ccn1Cc1ccc(Cl)cc1
S=c1[nH]ccn1Cc1cc(Cl)cc(Cl)c1
Oc1cccc(O)c1O
O=C(NO)c1ccccc1
CC(=O)Nc1ccc(OCCCNC(C)C)cc1
CCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1
COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1.Cl
CC/C(=N\NC(N)=O)c1cccc(C(F)(F)F)c1
O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl.[Na+]
O=C(O)CNS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1
O=C(O)[C@H](NS(=O)(=O)c1ccccc1)c1ccccc1
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1
COc1ccc(NN=C(C#N)C#N)cc1
COc1cc(C=C(C#N)C#N)cc(OC)c1O
O=C(NS(=O)(=O)c1ccccc1)c1ccc(C(=O)O)nc1
CC[C@@H]1C(=O)SC[C@@H]1Cc1cncn1C
CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)OCCO)CC(C)C
CC1CCN=C1N.Cl
NC(Cc1cc(O)no1)C(=O)O
COC(=O)/C=C/c1cc(O)nnc1-c1ccccc1
Cn1c(=O)c2[nH]cnc2n(C)c1=O
NS(=O)(=O)c1ccc2c(O)c(C(=O)O)cnc2c1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCP(=O)(O)OP(=O)(O)O
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1OC
C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COC(=O)c1cccc(C(=O)c2ccccc2)c1
CCCCCCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1
CCCCCCCC(=O)N1CCC[C@H]1C(=O)N1CCCC1
C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(-c2cc(F)cc(F)c2)cc(C(C)C)c1OCC(F)F
c1ccc(-c2ccccn2)nc1
NNC(=O)NCCCCCC(=O)Nc1ccccc1
NNC(=O)NCCCCC(=O)Nc1ccccc1
Cc1cccc(OS(N)(=O)=O)c1
CCOC(=O)C1CCN(Cc2cc(C(C)C)c(N)c(C(C)C)c2)CC1
CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O
Cl.N#C/C(C(=O)Nc1ccc(N)cc1)=C(/O)C1CC1
COc1cccc(OC)c1Cn1cc[nH]c1=S
COc1ccc(Cn2cc[nH]c2=S)cc1C
Oc1c(Cl)cc(Cn2cc[nH]c2=S)cc1Cl
CCCCOc1ccc(OCCCNC(C)C)cc1
COCCN(CCOC)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1
CONC1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1
CC(C)CC[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](C=O)CC(C)C
NC(=O)c1cccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1
CC/C(=N\N=C(\N)S)c1ccccc1
CC/C(=N\N=C(/S)NCCN1CCNCC1)c1cccc(Br)c1
N#CC(C#N)=Cc1cc(O)c(O)c(O)c1
COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1
Cl.NS(=O)(=O)Oc1cccc(-n2ccnc2)c1
O=C(O)/C=C/c1ccc(C(=O)O)nc1
COc1cc(/C=C\c2ccc(N(C)C)cc2)cc(OC)c1OC
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(Cl)c1
Cl.NC1=NC(Cc2ccccc2)C(C(F)(F)F)C1
C#Cc1cc(O)nnc1-c1ccccc1
COc1cc(C/N=C(\S)NCC(COC(=O)C(C)(C)C)Cc2ccc(C)c(C)c2)ccc1NS(C)(=O)=O
CCCCCN(CC(=O)NO)C(=O)CN(C(=O)Nc1ccc(Oc2ccccc2)cc1)C(C)CCC
Cl.Cl.NC(N)=NCCC[C@H](N)B(O)O
CC(=O)O[C@@H]1[C@@H](C)C(=O)N1C(=O)NCc1ccccc1
Nc1nc2c(ncn2COCCO)c(=O)[nH]1
COc1ccc(CC(OC(C)=O)c2cc(OC)c(OC)c(OC)c2)cc1O
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O
COC(=O)/C=C1/C(=O)N2C1S(=O)(=O)[C@@](C)(COC(C)=O)[C@@H]2C(=O)[O-].[Na+]
CCCCOc1c(/C(C)=C(F)\C=C\C(C)=C\C(=O)O)cc(C(C)C)cc1C(C)C
CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)(F)F)=C\C(=O)O
CCCOc1c(/C(C)=C\C=C\C(C)=C\C(=O)O)cc(C(C)C)cc1C(F)(F)C(F)(F)F
O=C(CCCCCCNC(=O)C(F)(F)F)Nc1ccccc1
CCCCCCCOS(N)(=O)=O
N#Cc1cc([N+](=O)[O-])ccc1Cl
CN(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CC(=O)N1CCN(Cc2cc(C(C)C)c(O)c(C(C)C)c2)CC1
CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CO)C(=O)O
C[C@H](NC(=O)C(Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O)C(=O)O
CCCc1nc(O)c2c[nH]nc2n1
Cc1cc(Cl)ccc1NC(=O)/C(C#N)=C(\O)C1CC1
CC(C)NCC(O)COc1ccccc1Cc1ccccc1
CC(C)NCCCOc1ccc(-c2ccccc2)cc1
C=CCc1cc(C(=O)CCC)ccc1OCCCNC(C)C
C=CCc1cc(N)ccc1OCCCNC(C)C
NC(CCc1nc2ccccc2n1CP(=O)(O)O)C(=O)O
CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C(C)C
CC/C(=N\N=C(/S)Nc1ccccc1)c1cccc(Br)c1
CC/C(=N\NC(N)=O)c1cccc(Br)c1
COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)[C@H](N=C(N)N)C(C)C
NC1=NC(=O)C2N=C(S)N=C2N1
O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cc(F)cc1Cl.[Na+]
O=C(O)CN(c1ccccc1)S(=O)(=O)c1ccc(Cl)cc1
COC(=O)C(=O)NC(CCSC)C(=O)OC
O=C(O)Cc1ccc(C(=O)O)nc1
COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1
COc1c(O)cc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
NC(Cc1onc(O)c1Br)C(=O)O
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/P(=O)(O)C(F)(F)P(=O)(O)O
C[N+](C)(C)CCCCl.[Br-]
Br.COc1cc2c(C)nc(O)c(Br)c2cc1OC
COC(=O)CC(O)CP(=O)([O-])CCc1c(Cl)cc(Cl)cc1OCc1ccccc1.[Na+]
CCCCCCCCCCCCCCCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1
COc1ccc(-c2ccc(OC)c(=O)cc2)c(OC)c1OC
COc1ccc(C[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N2C)cc1
CCCCCCCCCCCCCC(N)(CO)CO
Nc1ccc2cnccc2c1Cl
CCCCCCCCCOS(C)(=O)=O
CCCCN(CCCC)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CN)C(=O)O
CCOP(=O)(CNC(Cc1ccc(-c2ccccc2)cc1)C(=O)NCCC(=O)O)OCC
O=C(O)CCCNC(=O)C(Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O
CCCCc1nc(O)c2c[nH]nc2n1
N/C(S)=N/N=C/c1cccn1S(=O)(=O)c1ccccc1
CC/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1
CC1CN(C(=N)S)N=C1c1cccc(Cl)c1
COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)CN(C)C(=N)N
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(Br)cc1
CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl
Cl.NS(=O)(=O)OCCOc1cccc(-n2ccnc2)c1
O=C(Cc1ccc(C(=O)O)nc1)NS(=O)(=O)c1ccccc1
Nc1nc(O)c2ncn(OCCC(O)CO)c2n1
COc1cc(/C=C/c2ccc(N(C)C)cc2)cc(OC)c1OC
COc1cc(CCc2ccc(N(C)C)cc2)cc(OC)c1OC
CCc1cccc(CC)c1Nc1ccccc1CC(=O)O
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
CC[C@@H]1C(O)SC[C@@H]1Cc1cncn1C
CCCCCC1N=C(N)CC1C(F)(F)F.Cl
O=C(O)c1ccc2nccc(=O)n2c1
N[C@@H](CCP(=O)(O)O)C(=O)O
N[C@@]1(C(=O)O)CCC[C@@H](P(=O)(O)O)C1
Nc1ncnc2c1ncn2[C@@H](CO)O[C@@H](C=O)CO
CCCCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1
CCCCCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1
CCCCCCCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O
C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(-c2ccco2)cc(C(C)C)c1OCC(F)F
NCCN
NS(=O)(=O)Oc1ccc(Cl)cc1
O=[N+]([O-])c1ccccc1Cl
CC(C)N(C(C)C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CC(C)c1cccc(C(C)C)c1O
O=[N+]([O-])c1ccc(Cn2cc[nH]c2=S)cc1
Oc1ccc(Cn2cc[nH]c2=S)cc1F
CC(C)NCC(O)COc1ccc(-c2ccccc2)cc1
COc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CC)CC2)cc1
CC/C(=N\N=C(\N)S)c1ccc2cc(OC)ccc2c1
N=C(S)N1CCC(c2cccc(C(F)(F)F)c2)=N1
C/C(=N\NC(N)=O)c1cccc(Br)c1
COc1ccc(S(=O)(=O)NCC(=O)O)cc1
O=C(O)CNS(=O)(=O)c1ccc2ccccc2c1
O=C(O)CN(c1ccccc1Cl)S(=O)(=O)c1ccccc1
N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O
N#C/C(=C/c1ccc[nH]1)C(=O)O
C[C@H](NC(=O)C(=O)O)C(=O)O
COc1ccc(CNc2cc(OC)c(OC)c(OC)c2)cc1
COc1ccc(NCc2cc(OC)cc(OC)c2)cc1
O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl
O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1
COc1cc(/C=C\c2ccc(Br)cc2)cc(OC)c1OC
CC[C@H]1C(=O)OC[C@@H]1Cc1cncn1C
